property_ID,Listing_ID,price,baths_half,baths_full,baths,beds,size_in_sqft,lot_size_in_sqft,prop_type,prop_sub_type,city,Line,postal_code,lat,lon,neighborhood_name,Listing_Url,thumbnail,LatLong,Num_bars,Mean_Rating_bars,Mean_PriceLevel_bars,Top_5_Rated_bars,Num_restaurants,Mean_Rating_restaurants,Mean_PriceLevel_restaurants,Top_5_Rated_restaurants
M6482743775,2921974143,152500,,1.0,1,0.0,425.0,,condo,condos,Arlington,1021 Arlington Blvd Apt 901,22209,38.892943,-77.06884699999999,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1021-Arlington-Blvd-Apt-901_Arlington_VA_22209_M64827-43775,https://ap.rdcpix.com/81655f7b278076ebd795d01042b1db2dl-m4193644661x.jpg,"38.892943,-77.06884699999999",48.0,4.238297872340426,2.2857142857142856,Rosewood Washington DC; 1789; Blues Alley Club; Chez Billy Sud; City Tavern Club,45.0,4.22,2.090909090909091,1789; Filomena Ristorante; Martin's Tavern; BOURBON STEAK; Mele Bistro
M6508433828,2921990452,163000,,1.0,1,0.0,546.0,,condo,condos,Arlington,4600 S Four Mile Run Dr Apt 133,22204,38.854822999999996,-77.10813900000001,Columbia Forest,https://www.realtor.com/realestateandhomes-detail/4600-S-Four-Mile-Run-Dr-Apt-133_Arlington_VA_22204_M65084-33828,https://ap.rdcpix.com/2afecd8daebbd0c81beff0e2cb2dadf0l-m2219524043x.jpg,"38.854822999999996,-77.10813900000001",6.0,4.1499999999999995,2.0,"Tobacco King Of Vape, CBD, Kratom; Silver Diner - Alexandria; LongHorn Steakhouse; Olive Garden Italian Restaurant; Buffalo Wild Wings",40.0,3.9175000000000004,1.2972972972972974,Rawal Kabob; Blanca's Snow Cones - Shaved Ice; Pho Golden Star; The Broiler; The Perfect Pita
M5002942761,2921990179,399999,,1.0,1,2.0,960.0,,condo,condos,Arlington,3033 S Columbus St Apt B1,22206,38.836872,-77.098599,Fairlington,https://www.realtor.com/realestateandhomes-detail/3033-S-Columbus-St-Apt-B1_Arlington_VA_22206_M50029-42761,https://ap.rdcpix.com/edbdce7131f1e48f3906a0b8982e4565l-m2197301963x.jpg,"38.836872,-77.098599",12.0,4.375,2.0,Ali's Bar; Carlyle; Busboys And Poets; Cheesetique Shirlington; Ramparts Tavern & Grill,46.0,4.175555555555557,1.5121951219512195,Best Buns Bread Company; Carlyle; Aroma Restaurant; Atlantis Pizzeria and Family Restaurant; Busboys And Poets
M6661982962,2921990278,409999,,1.0,1,1.0,638.0,,condo,condos,Arlington,1001 N Randolph St Apt 721,22201,38.882981,-77.109115,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1001-N-Randolph-St-Apt-721_Arlington_VA_22201_M66619-82962,https://ap.rdcpix.com/872f1732b36866c7126549bc121b63b9l-m2696773509x.jpg,"38.882981,-77.109115",51.0,4.291666666666666,1.9705882352941178,"Ballston Service Station; Ms. Peacock's Champagne Lounge; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",91.0,4.104444444444445,1.7058823529411764,Philippine Oriental Market & Deli; Screwtop Wine Bar; Ambar Clarendon; Bakeshop; Northside Social Coffee & Wine
M6320353687,2921976971,1050000,,3.0,3,3.0,2354.0,7928.0,single_family,,Arlington,4669 17th St N,22207,38.890948,-77.121077,Waycroft - Woodlawn,https://www.realtor.com/realestateandhomes-detail/4669-17th-St-N_Arlington_VA_22207_M63203-53687,https://ap.rdcpix.com/af92cb438acb55ad2476695bceafa1f2l-m2350694394x.jpg,"38.890948,-77.121077",21.0,4.1499999999999995,1.8571428571428572,Ballston Service Station; Todd Alley; Cowboy Cafe; The Bronson Bierhall; The Melting Pot,68.0,4.049253731343285,1.5636363636363637,Cafe Colline; Philippine Oriental Market & Deli; Todd Alley; Arlington Kabob; Charga Grill
M6554596028,2921990289,399990,,1.0,1,2.0,987.0,,condo,condos,Arlington,3000 Spout Run Pkwy Apt A311,22201,38.896221000000004,-77.09456800000001,North Highland,https://www.realtor.com/realestateandhomes-detail/3000-Spout-Run-Pkwy-Apt-A311_Arlington_VA_22201_M65545-96028,https://ap.rdcpix.com/08595629e120080473d22ad28e5d0aeel-m1841452433x.jpg,"38.896221000000004,-77.09456800000001",50.0,4.356,1.9189189189189189,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",67.0,4.197014925373133,1.7692307692307692,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Ambar Clarendon; Bakeshop
M5834964419,2921962776,579900,,2.0,2,2.0,1500.0,,condo,townhomes,Arlington,3262 S Utah St,22206,38.836483,-77.089457,Fairlington,https://www.realtor.com/realestateandhomes-detail/3262-S-Utah-St_Arlington_VA_22206_M58349-64419,https://ap.rdcpix.com/2e6b04be8039101e737c109f28c152ael-m828312523x.jpg,"38.836483,-77.089457",10.0,4.46,2.0,Ali's Bar; Carlyle; Busboys And Poets; Cheesetique Shirlington; Ramparts Tavern & Grill,45.0,4.152272727272727,1.5757575757575757,Best Buns Bread Company; Carlyle; Aroma Restaurant; Atlantis Pizzeria and Family Restaurant; Busboys And Poets
M6324137999,2921990218,1275000,,3.0,3,4.0,3005.0,11250.0,single_family,,Arlington,3921 36th St N,22207,38.918141,-77.118358,Bellevue Forest,https://www.realtor.com/realestateandhomes-detail/3921-36th-St-N_Arlington_VA_22207_M63241-37999,https://ap.rdcpix.com/176599552e92a216205ad7dfa6ddbdbbl-m3075530664x.jpg,"38.918141,-77.118358",0.0,,,,1.0,4.6,,Et Voila !
M6150437589,2921971799,2095000,1.0,5.0,6,5.0,6427.0,10491.0,single_family,,Arlington,5527 32nd St N,22207,38.905344,-77.147097,Rock Spring,https://www.realtor.com/realestateandhomes-detail/5527-32nd-St-N_Arlington_VA_22207_M61504-37589,https://ap.rdcpix.com/8749a4d965c3dd81911ca6cd231223ebl-m4182468349x.jpg,"38.905344,-77.147097",2.0,4.4,1.0,Todd Alley; Taqueria El Poblano,25.0,4.358333333333333,1.411764705882353,Maya Bistro; Todd Alley; Chill Zone Cafe Arlington; Charga Grill; Sushi-Zen
M5690711471,2921960994,599900,,2.0,2,2.0,1500.0,,condo,townhomes,Arlington,3349 S Wakefield St Unit B,22206,38.835319,-77.090228,Fairlington,https://www.realtor.com/realestateandhomes-detail/3349-S-Wakefield-St-B_Arlington_VA_22206_M56907-11471,https://ap.rdcpix.com/901f6c79faaf4e9c20581b6eaf5e53a8l-m659727328x.jpg,"38.835319,-77.090228",10.0,4.46,2.0,Ali's Bar; Carlyle; Busboys And Poets; Cheesetique Shirlington; Ramparts Tavern & Grill,40.0,4.2,1.5806451612903225,Best Buns Bread Company; Carlyle; Aroma Restaurant; Atlantis Pizzeria and Family Restaurant; Busboys And Poets
M5790718739,2921990256,1445000,1.0,4.0,5,6.0,4540.0,6000.0,single_family,,Arlington,5731 6th St N,22205,38.872267,-77.13068100000001,Bluemont,https://www.realtor.com/realestateandhomes-detail/5731-6th-St-N_Arlington_VA_22205_M57907-18739,https://ap.rdcpix.com/58ac0f0536f20c48c4df00c96110a3f1l-m3226611863x.jpg,"38.872267,-77.13068100000001",5.0,3.8800000000000003,2.0,Crystal Thai Restaurant; Meridian Pint; Outback Steakhouse; Viva Tequila; Silver Leaf Restaurant and Bar,26.0,4.0115384615384615,1.4583333333333333,La Union Restaurant; Pupatella; Chick-fil-A; Crystal Thai Restaurant; Meridian Pint
M6623015228,2921982433,389000,,1.0,1,2.0,810.0,,condo,condos,Arlington,4636A 28th Rd S Unit A,22206,38.842573,-77.09809399999999,South Arlington,https://www.realtor.com/realestateandhomes-detail/4636-28th-Rd-S-Apt-A_Arlington_VA_22206_M66230-15228,https://ap.rdcpix.com/d49e7a517529675c24605bc99007b678l-m3651272194x.jpg,"38.842573,-77.09809399999999",11.0,4.363636363636363,2.0,Ali's Bar; Carlyle; Busboys And Poets; Cheesetique Shirlington; Samuel Beckett's Irish Gastro Pub,39.0,4.092307692307694,1.5806451612903225,Best Buns Bread Company; Carlyle; Aroma Restaurant; Busboys And Poets; Cheesetique Shirlington
M6052870980,2921981922,799500,1.0,2.0,3,4.0,1379.0,4686.0,single_family,,Arlington,3617 2nd St S,22204,38.868666999999995,-77.097883,South Arlington,https://www.realtor.com/realestateandhomes-detail/3617-2nd-St-S_Arlington_VA_22204_M60528-70980,https://ap.rdcpix.com/ec8bf028b9909ac495d042f7dcc2eb52l-m1475414909x.jpg,"38.868666999999995,-77.097883",10.0,4.3,1.8571428571428572,Tobacco King & Vape King; The Celtic House Irish Pub & Restaurant; Caspi Restaurant and Lounge; L.A. Bar & Grill; Ricky's Pub & Grill,65.0,4.05076923076923,1.4482758620689655,Pho Harmony & Grill; Tortas Y Tacos La Chiquita; Troy's Italian Kitchen; Burrito Bros; The Celtic House Irish Pub & Restaurant
M6156562838,2921990357,485000,1.0,1.0,2,1.0,833.0,,condo,condos,Arlington,3835 9th St N Apt 606W,22203,38.88149,-77.10605,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/3835-9th-St-N-Apt-606W_Arlington_VA_22203_M61565-62838,https://ap.rdcpix.com/e4c79c5034d2eac52636bc991063e20fl-m1392770470x.jpg,"38.88149,-77.10605",54.0,4.309803921568627,1.9428571428571428,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA",96.0,4.103157894736843,1.6931818181818181,Philippine Oriental Market & Deli; Screwtop Wine Bar; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop
M5139931143,2921958428,1300000,,3.0,3,5.0,3159.0,10224.0,single_family,,Arlington,2601 N Randolph St,22207,38.907284999999995,-77.105802,Dover Crystal,https://www.realtor.com/realestateandhomes-detail/2601-N-Randolph-St_Arlington_VA_22207_M51399-31143,https://ap.rdcpix.com/873620158cbd08a257f144ab636f1b12l-m1463964480x.jpg,"38.907284999999995,-77.105802",1.0,4.6,3.0,BlackSalt,23.0,4.256521739130435,1.75,Cafe Colline; Go Popolo SPK; Philippine Oriental Market & Deli; Lupo Verde Osteria Palisades; The Italian Store
M5759602686,2921957474,625000,1.0,1.0,2,2.0,901.0,,condo,condos,Arlington,1201 N Garfield St Apt 604,22201,38.886901,-77.09344399999999,North Arlington,https://www.realtor.com/realestateandhomes-detail/1201-N-Garfield-St-Apt-604_Arlington_VA_22201_M57596-02686,https://ap.rdcpix.com/30592655afbdbff4d3af538a7b4a3899l-m707046039x.jpg,"38.886901,-77.09344399999999",53.0,4.355769230769231,1.9230769230769231,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",86.0,4.173255813953489,1.6875,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon
M5154913122,2921956934,995000,1.0,2.0,3,2.0,1696.0,,condo,condos,Arlington,1401 N Oak St Apt 305,22209,38.89032562,-77.07281397,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1401-N-Oak-St-Apt-305_Arlington_VA_22209_M51549-13122,https://ap.rdcpix.com/881c43130440bf6212ed93cf64fff8f1l-m1663737927x.jpg,"38.89032562,-77.07281397",23.0,4.25,1.8421052631578947,Arlington Pub; Galaxy Hut; Verre Wine Bar; Ireland's Four Courts; MeJana - Lebanese Cuisine,32.0,4.171875,1.7419354838709677,Earl's Sandwiches; Genji Express; Mele Bistro; Bonchon Arlington - N Pershing Dr; Five Guys
M6597597410,2921950738,477500,,1.0,1,1.0,810.0,,condo,condos,Arlington,1276 N Wayne St Apt 805,22201,38.887984,-77.08685200000001,North Arlington,https://www.realtor.com/realestateandhomes-detail/1276-N-Wayne-St-Apt-805_Arlington_VA_22201_M65975-97410,https://ap.rdcpix.com/8d5a3ebccbb8f985db360a3dca6bceecl-m1359104126x.jpg,"38.887984,-77.08685200000001",53.0,4.326923076923077,1.925,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",76.0,4.190789473684211,1.7397260273972603,Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop
M5111982756,2921950741,435000,1.0,1.0,2,1.0,788.0,,condo,condos,Arlington,1301 N Courthouse Rd Apt 1711,22201,38.888467999999996,-77.08303184,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1301-N-Courthouse-Rd-Apt-1711_Arlington_VA_22201_M51119-82756,https://ap.rdcpix.com/dda58afc5816d510967a5f687d34e9a2l-m2141495787x.jpg,"38.888467999999996,-77.08303184",56.0,4.310909090909091,1.9047619047619047,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",76.0,4.1986842105263165,1.726027397260274,Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop
M5426075497,2921950705,1319000,1.0,2.0,3,3.0,3104.0,16350.0,single_family,,Arlington,3401 N Emerson St,22207,38.90837,-77.143837,Rock Spring,https://www.realtor.com/realestateandhomes-detail/3401-N-Emerson-St_Arlington_VA_22207_M54260-75497,https://ap.rdcpix.com/bf565c2ed09ac8a20f7bc3409d8894f5l-m1113312749x.jpg,"38.90837,-77.143837",2.0,4.4,1.0,Todd Alley; Taqueria El Poblano,22.0,4.372727272727273,1.4666666666666666,Maya Bistro; Todd Alley; Chill Zone Cafe Arlington; Sushi-Zen; pie-tanza
M5892525779,2921951945,359900,,1.0,1,1.0,623.0,,condo,condos,Arlington,1301 N Courthouse Rd Apt 604,22201,38.88823,-77.08352,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1301-N-Courthouse-Rd-Apt-604_Arlington_VA_22201_M58925-25779,https://ap.rdcpix.com/1cb530f393d53bf1d04c269f82d90129l-m2774925188x.jpg,"38.88823,-77.08352",56.0,4.310909090909091,1.9047619047619047,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",78.0,4.176923076923077,1.72,Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop
M6977689541,2921941648,1985000,2.0,3.0,5,3.0,3344.0,1005.0,condo,townhomes,Arlington,1317 14th St N,22209,38.890795000000004,-77.071949,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1317-14th-St-N_Arlington_VA_22209_M69776-89541,https://ap.rdcpix.com/96fcca709dd06d9ff1d149b5ef01ffc0l-m2186307268x.jpg,"38.890795000000004,-77.071949",23.0,4.181818181818181,2.0476190476190474,Verre Wine Bar; Fiola Mare; Ireland's Four Courts; MeJana - Lebanese Cuisine; Quinn's,29.0,4.141379310344828,1.8214285714285714,Earl's Sandwiches; Mele Bistro; Five Guys; Ireland's Four Courts; MeJana - Lebanese Cuisine
M6204279355,2921941649,924900,1.0,2.0,3,3.0,2253.0,6150.0,single_family,,Arlington,1913 N Westmoreland St,22213,38.884929,-77.16041899999999,East Falls Church,https://www.realtor.com/realestateandhomes-detail/1913-N-Westmoreland-St_Arlington_VA_22213_M62042-79355,https://ap.rdcpix.com/782937b4e96df5e5c7b1bee77e5dc851l-m402698503x.jpg,"38.884929,-77.16041899999999",11.0,4.36,2.0,The Casual Pint of Falls Church; Cafe H2O; Clare & Don's Beach Shack; Ireland's Four Provinces; Chasin' Tails,63.0,4.126229508196721,1.6326530612244898,Badd Pizza; Mediterranean Chicken; YUME SUSHI; Banh Cuon Saigon; Lost Dog Cafe
M6839270716,2921940642,555000,,2.0,2,2.0,1500.0,,condo,townhomes,Arlington,3278 S Utah St,22206,38.836348,-77.088913,Fairlington,https://www.realtor.com/realestateandhomes-detail/3278-S-Utah-St_Arlington_VA_22206_M68392-70716,https://ap.rdcpix.com/ff9380644d1e32757fda12c787827b0el-m3922307218x.jpg,"38.836348,-77.088913",10.0,4.46,2.0,Ali's Bar; Carlyle; Busboys And Poets; Cheesetique Shirlington; Ramparts Tavern & Grill,45.0,4.152272727272727,1.5757575757575757,Best Buns Bread Company; Carlyle; Aroma Restaurant; Atlantis Pizzeria and Family Restaurant; Busboys And Poets
M5101325705,2921940657,475000,,1.0,1,1.0,704.0,,condo,condos,Arlington,2220 Fairfax Dr Apt 802,22201,38.886241999999996,-77.085234,North Arlington,https://www.realtor.com/realestateandhomes-detail/2220-Fairfax-Dr-Apt-802_Arlington_VA_22201_M51013-25705,https://ap.rdcpix.com/2ddb7f9728788c688bb0a269e7b40b05l-m384893878x.jpg,"38.886241999999996,-77.085234",52.0,4.337254901960785,1.9230769230769231,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",76.0,4.1763157894736835,1.726027397260274,Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop
M5650421545,2921939832,1995000,1.0,3.0,4,4.0,3100.0,12720.0,single_family,,Arlington,1835 N Kirkwood Pl,22201,38.893043,-77.099203,Lyon Village,https://www.realtor.com/realestateandhomes-detail/1835-N-Kirkwood-Pl_Arlington_VA_22201_M56504-21545,https://ap.rdcpix.com/26b59486e6cdbf3ff29cac620f9f7ad3l-m3075391179x.jpg,"38.893043,-77.099203",50.0,4.338775510204082,1.8888888888888888,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",73.0,4.168493150684932,1.7142857142857142,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Ambar Clarendon; Bakeshop
M6326946243,2921932067,750000,,2.0,2,3.0,1185.0,5995.0,single_family,,Arlington,5110 N Carlin Springs Rd,22203,38.872962,-77.119178,Arlington Forest,https://www.realtor.com/realestateandhomes-detail/5110-N-Carlin-Springs-Rd_Arlington_VA_22203_M63269-46243,https://ap.rdcpix.com/498e735e7801deed3baa46c2f5f13888l-m763337542x.jpg,"38.872962,-77.119178",21.0,4.127777777777777,2.0,Ballston Service Station; Crystal Thai Restaurant; Ricky's Pub & Grill; The Bronson Bierhall; The Melting Pot,52.0,4.023529411764706,1.6170212765957446,La Union Restaurant; Pupatella; Stageplate Bistro - Arlington; Big Buns Damn Good Burgers; Sweet Leaf Cafe
M5972763725,2921932106,939000,1.0,2.0,3,3.0,2174.0,10508.0,single_family,,Arlington,4001 N Stafford St,22207,38.925175,-77.129176,North Arlington,https://www.realtor.com/realestateandhomes-detail/4001-N-Stafford-St_Arlington_VA_22207_M59727-63725,https://ap.rdcpix.com/dccc918ed044278cb731ee60f0fc979dl-m1186359793x.jpg,"38.925175,-77.129176",0.0,,,,0.0,,,
M6199494090,2921934606,339900,,1.0,1,1.0,800.0,,condo,townhomes,Arlington,1400 S Barton St Apt 432,22204,38.858694,-77.083766,South Arlington,https://www.realtor.com/realestateandhomes-detail/1400-S-Barton-St-Apt-432_Arlington_VA_22204_M61994-94090,https://ap.rdcpix.com/eb09df6a848492cce768db0b28e26fc1l-m467316396x.jpg,"38.858694,-77.083766",9.0,4.111111111111111,1.8571428571428572,Tobacco King & Vape King; The Celtic House Irish Pub & Restaurant; Caspi Restaurant and Lounge; L.A. Bar & Grill; William Jeffrey's Tavern,51.0,4.0549019607843135,1.5365853658536586,Pho Harmony & Grill; Tortas Y Tacos La Chiquita; Burrito Bros; The Celtic House Irish Pub & Restaurant; Atilla's Restaurant
M6716386011,2921934494,849999,,2.0,2,5.0,2103.0,8070.0,single_family,,Arlington,2507 N Sycamore St,22207,38.893738,-77.157287,East Falls Church,https://www.realtor.com/realestateandhomes-detail/2507-N-Sycamore-St_Arlington_VA_22207_M67163-86011,https://ap.rdcpix.com/7b150ead6dd1e479fa77cee44a4b2f15l-m573453342x.jpg,"38.893738,-77.157287",2.0,4.4,2.0,Chasin' Tails; Lebanese Taverna,18.0,4.4411764705882355,1.75,Maya Bistro; YUME SUSHI; Cafe Kindred; Deli Italiano Gourmet Pizza and Subs; District Taco
M6835153792,2921927869,459000,,1.0,1,2.0,913.0,,condo,condos,Arlington,2602 S Arlington Mill Dr Apt F,22206,38.843427,-77.09514,South Arlington,https://www.realtor.com/realestateandhomes-detail/2602-S-Arlington-Mill-Dr-Apt-F_Arlington_VA_22206_M68351-53792,https://ap.rdcpix.com/f701344c6fbae0a01e59b1cdcd770d88l-m1560833924x.jpg,"38.843427,-77.09514",12.0,4.391666666666667,2.0,Ali's Bar; Tobacco King & Vape King; Carlyle; Busboys And Poets; Cheesetique Shirlington,41.0,4.1121951219512205,1.5757575757575757,Best Buns Bread Company; Carlyle; Aroma Restaurant; Busboys And Poets; Cheesetique Shirlington
M5106665925,2921934468,1075000,1.0,2.0,3,4.0,2440.0,10490.0,single_family,,Arlington,5019 36th St N,22207,38.915582,-77.139127,Rock Spring,https://www.realtor.com/realestateandhomes-detail/5019-36th-St-N_Arlington_VA_22207_M51066-65925,https://ap.rdcpix.com/9098dfc6ce829973843409bbae69d806l-m1105207012x.jpg,"38.915582,-77.139127",0.0,,,,0.0,,,
M5262735875,2921926487,800000,,2.0,2,2.0,1502.0,,condo,condos,Arlington,820 N Pollard St Apt 406,22203,38.87908,-77.10651999999999,Ashton Heights,https://www.realtor.com/realestateandhomes-detail/820-N-Pollard-St-Apt-406_Arlington_VA_22203_M52627-35875,https://ap.rdcpix.com/60475c0c114404a212225c73f6c28796l-m1821514732x.jpg,"38.87908,-77.10651999999999",53.0,4.287999999999999,1.9722222222222223,"Ballston Service Station; Ms. Peacock's Champagne Lounge; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",95.0,4.096808510638298,1.7045454545454546,Screwtop Wine Bar; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop; Northside Social Coffee & Wine
M5465458077,2921934563,385000,,1.0,1,2.0,679.0,,condo,condos,Arlington,2103 N Taft St Apt 113,22201,38.898340000000005,-77.08245,North Highland,https://www.realtor.com/realestateandhomes-detail/2103-N-Taft-St-Apt-113_Arlington_VA_22201_M54654-58077,https://ap.rdcpix.com/cb761600903cb5ea1841232d0073f2cal-m4205467167x.jpg,"38.898340000000005,-77.08245",35.0,4.291176470588236,2.0,Arlington Pub; TTT Rooftop; 1789; Galaxy Hut; Verre Wine Bar,47.0,4.174468085106383,1.7826086956521738,The Italian Store; 1789; Ambar Clarendon; Earl's Sandwiches; Genji Express
M6193904199,2921934586,465000,,1.0,1,1.0,702.0,,condo,condos,Arlington,2001 15th St N Apt 415,22201,38.89121,-77.08148,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/2001-15th-St-N-Apt-415_Arlington_VA_22201_M61939-04199,https://ap.rdcpix.com/605611329cb3e4542c9c06dbd7af5b58l-m2873514926x.jpg,"38.89121,-77.08148",55.0,4.324074074074074,1.9024390243902438,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",73.0,4.210958904109589,1.7428571428571429,Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop
M6237000779,2921934616,695000,,1.0,1,3.0,1325.0,8075.0,single_family,,Arlington,4404 8th St S,22204,38.860793,-77.106362,Barcroft,https://www.realtor.com/realestateandhomes-detail/4404-8th-St-S_Arlington_VA_22204_M62370-00779,https://ap.rdcpix.com/790e8571db47ef170169a3490656820el-m762925509x.jpg,"38.860793,-77.106362",5.0,4.279999999999999,2.0,Tobacco King & Vape King; Crystal Thai Restaurant; Ricky's Pub & Grill; Outback Steakhouse; Purple Lounge,42.0,3.878571428571428,1.4054054054054055,Pho Harmony & Grill; Blanca's Snow Cones - Shaved Ice; Rincome Thai Cuisine; Thai Square; The Broiler
M5474301478,2921934604,799999,,3.0,3,5.0,1113.0,5243.0,single_family,,Arlington,1204 N Roosevelt St,22205,38.880589,-77.154705,East Falls Church,https://www.realtor.com/realestateandhomes-detail/1204-N-Roosevelt-St_Arlington_VA_22205_M54743-01478,https://ap.rdcpix.com/85fbebf0396f23a0442a35dcb47a16f4l-m291116783x.jpg,"38.880589,-77.154705",18.0,4.352941176470588,1.9166666666666667,"The Casual Pint of Falls Church; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; Cafe H2O; Clare & Don's Beach Shack; Ireland's Four Provinces",75.0,4.053424657534247,1.5666666666666667,The Italian Store; YUME SUSHI; Banh Cuon Saigon; Lost Dog Cafe; Maneki Neko Japanese Restaurant
M5605334982,2921934518,735000,,2.0,2,2.0,1281.0,,condo,condos,Arlington,1020 N Highland St Unit 316,22201,38.88499,-77.0948,North Arlington,https://www.realtor.com/realestateandhomes-detail/1020-N-Highland-St-Unit-316_Arlington_VA_22201_M56053-34982,https://ap.rdcpix.com/1b55b497294323616c181f5b0ba8038fl-m2658131313x.jpg,"38.88499,-77.0948",59.0,4.3357142857142845,1.9,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA",95.0,4.122105263157895,1.6629213483146068,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon
M5322391249,2921934537,350000,,1.0,1,2.0,748.0,,condo,condos,Arlington,2901C S Woodley St Unit 3,22206,38.841553999999995,-77.09676999999999,South Arlington,https://www.realtor.com/realestateandhomes-detail/2901-S-Woodley-St-Apt-C_Arlington_VA_22206_M53223-91249,https://ap.rdcpix.com/1140cb9dce955bbce215010bdea3d34dl-m869418742x.jpg,"38.841553999999995,-77.09676999999999",11.0,4.363636363636363,2.0,Ali's Bar; Carlyle; Busboys And Poets; Cheesetique Shirlington; Samuel Beckett's Irish Gastro Pub,47.0,4.091489361702128,1.5263157894736843,Best Buns Bread Company; Carlyle; Aroma Restaurant; Atlantis Pizzeria and Family Restaurant; Busboys And Poets
M6969716739,2921924795,545000,,2.0,2,2.0,1409.0,,condo,condos,Arlington,4141 N Henderson Rd Apt 123,22203,38.87572889,-77.10932443,Buckingham,https://www.realtor.com/realestateandhomes-detail/4141-N-Henderson-Rd-Apt-123_Arlington_VA_22203_M69697-16739,https://ap.rdcpix.com/91674fbf0907f7f55f109456a5bb685bl-m3397451650x.jpg,"38.87572889,-77.10932443",29.0,4.188461538461538,2.0,"Ballston Service Station; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Northside Social Coffee & Wine; Spirits of '76; Utahime Asian Bistro & Bar",64.0,4.03015873015873,1.6610169491525424,Northside Social Coffee & Wine; Pupatella; Spirits of '76; Stageplate Bistro - Arlington; Big Buns Damn Good Burgers
M5049242286,2921934626,850000,,2.0,2,3.0,1716.0,6385.0,single_family,,Arlington,16 S Aberdeen St,22204,38.866402,-77.11479,Arlington Forest,https://www.realtor.com/realestateandhomes-detail/16-S-Aberdeen-St_Arlington_VA_22204_M50492-42286,https://ap.rdcpix.com/d074a634b0c9dda0c920d37926a743bbl-m671844867x.jpg,"38.866402,-77.11479",8.0,4.3,2.0,Ballston Service Station; Crystal Thai Restaurant; Ricky's Pub & Grill; Mussel Bar & Grille; Copa Kitchen & Bar,36.0,3.880555555555555,1.4411764705882353,Blanca's Snow Cones - Shaved Ice; Pupatella; Big Buns Damn Good Burgers; Sweet Leaf Cafe; Crystal Thai Restaurant
