agent_name,agent_office,property_ID,Listing_ID,price,baths_half,baths_full,baths,beds,size_in_sqft,lot_size_in_sqft,prop_type,prop_sub_type,city,Line,postal_code,lat,lon,neighborhood_name,Listing_Url,thumbnail
Elizabeth Kaiser,City Chic Real Estate,M6193904199,2921934586,465000,NA,1,1,1.0,702,NA,condo,condos,Arlington,2001 15th St N Apt 415,22201,38.89121,-77.08148,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/2001-15th-St-N-Apt-415_Arlington_VA_22201_M61939-04199,https://ap.rdcpix.com/605611329cb3e4542c9c06dbd7af5b58l-m3652883582x.jpg
Saadat Rana,"Golden Key Realty, Llc",M5262735875,2921926487,800000,NA,2,2,2.0,1502,NA,condo,condos,Arlington,820 N Pollard St Apt 406,22203,38.87908,-77.10652,Ashton Heights,https://www.realtor.com/realestateandhomes-detail/820-N-Pollard-St-Apt-406_Arlington_VA_22203_M52627-35875,https://ap.rdcpix.com/60475c0c114404a212225c73f6c28796l-m1821514732x.jpg
David Lloyd,"Weichert, Realtors - Arlington",M5106665925,2921934468,1075000,1,2,3,4.0,2440,10490,single_family,NA,Arlington,5019 36th St N,22207,38.915582,-77.139127,Rock Spring,https://www.realtor.com/realestateandhomes-detail/5019-36th-St-N_Arlington_VA_22207_M51066-65925,https://ap.rdcpix.com/9098dfc6ce829973843409bbae69d806l-m1105207012x.jpg
Anthony H Adamovich,"Key Move Properties, LLC.",M5465458077,2921934563,385000,NA,1,1,2.0,679,NA,condo,condos,Arlington,2103 N Taft St Apt 113,22201,38.89834,-77.08245,North Highland,https://www.realtor.com/realestateandhomes-detail/2103-N-Taft-St-Apt-113_Arlington_VA_22201_M54654-58077,https://ap.rdcpix.com/cb761600903cb5ea1841232d0073f2cal-m4205467167x.jpg
Bret Brock,"Howard Brock Realty Company, Inc.",M6237000779,2921934616,682500,NA,1,1,3.0,1325,8075,single_family,NA,Arlington,4404 8th St S,22204,38.860793,-77.106362,Barcroft,https://www.realtor.com/realestateandhomes-detail/4404-8th-St-S_Arlington_VA_22204_M62370-00779,https://ap.rdcpix.com/790e8571db47ef170169a3490656820el-m2007186343x.jpg
Anslie Stokes,"McEnearney Associates, Inc.",M9215856639,2921934537,335000,NA,1,1,2.0,748,NA,condo,condos,Arlington,2901C S Woodley St Unit 3,22206,38.84215,-77.09176,South Arlington,https://www.realtor.com/realestateandhomes-detail/2901C-S-Woodley-St-Unit-3_Arlington_VA_22206_M92158-56639,https://ap.rdcpix.com/1140cb9dce955bbce215010bdea3d34dl-m869418742x.jpg
Michael Roschke,Keller Williams Realty,M5474301478,2921934604,749999,NA,3,3,5.0,1113,5243,single_family,NA,Arlington,1204 N Roosevelt St,22205,38.880589,-77.154705,East Falls Church,https://www.realtor.com/realestateandhomes-detail/1204-N-Roosevelt-St_Arlington_VA_22205_M54743-01478,https://ap.rdcpix.com/85fbebf0396f23a0442a35dcb47a16f4l-m291116783x.jpg
Joseph Dao,Redfin Corporation,M5049242286,2921934626,850000,NA,2,2,3.0,1716,6385,single_family,NA,Arlington,16 S Aberdeen St,22204,38.866402,-77.11479,Arlington Forest,https://www.realtor.com/realestateandhomes-detail/16-S-Aberdeen-St_Arlington_VA_22204_M50492-42286,https://ap.rdcpix.com/d074a634b0c9dda0c920d37926a743bbl-m671844867x.jpg
Theresa Valencic,Long & Foster McLean,M6969716739,2921924795,545000,NA,2,2,2.0,1409,NA,condo,condos,Arlington,4141 N Henderson Rd Apt 123,22203,38.87572889,-77.10932443,Buckingham,https://www.realtor.com/realestateandhomes-detail/4141-N-Henderson-Rd-Apt-123_Arlington_VA_22203_M69697-16739,https://ap.rdcpix.com/91674fbf0907f7f55f109456a5bb685bl-m3397451650x.jpg
Billy Buck,"William G. Buck & Assoc., Inc.",M5477864761,2921934534,2350000,1,5,6,5.0,5221,5758,single_family,NA,Arlington,1609 N Garfield St,22201,38.889916,-77.094073,Lyon Village,https://www.realtor.com/realestateandhomes-detail/1609-N-Garfield-St_Arlington_VA_22201_M54778-64761,https://ap.rdcpix.com/8db2e91eb2f7111d678073ad99a3ed39l-m2924161610x.jpg
Christine Morgan,TTR Sotheby's International Realty,M5014828151,2921921095,899900,NA,2,2,3.0,2050,6000,single_family,NA,Arlington,708 20th St S,22202,38.855403,-77.058121,South Arlington,https://www.realtor.com/realestateandhomes-detail/708-20th-St-S_Arlington_VA_22202_M50148-28151,https://ap.rdcpix.com/2d5ccdf85b1c732ab149ef0adde6ecc4l-m1432364872x.jpg
Brittany Camacho,CENTURY 21 Redwood Realty,M5937584215,2921920723,449990,NA,1,1,1.0,689,NA,condo,condos,Arlington,888 N Quincy St Unit 207,22203,38.88056388,-77.1076812,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/888-N-Quincy-St-Unit-207_Arlington_VA_22203_M59375-84215,https://ap.rdcpix.com/1e81f5324653e32ac96be38fefc15a2dl-m2878499290x.jpg
Dara Gilman,TTR Sotheby's International Realty,M6584852458,2921920077,605000,NA,2,2,2.0,941,NA,condo,condos,Arlington,1321 N Adams Ct Apt 206,22201,38.88862,-77.0871,North Arlington,https://www.realtor.com/realestateandhomes-detail/1321-N-Adams-Ct-Apt-206_Arlington_VA_22201_M65848-52458,https://ap.rdcpix.com/fd9fcd165228f09d120872f13e6a786al-m2953298500x.jpg
Soraya Ressas,Re/Max One Solutions,M5199617365,2921920060,629900,NA,NA,0,,NA,8018,land,NA,Arlington,5029 23rd St S,22206,38.842701,-77.107734,Claremont,https://www.realtor.com/realestateandhomes-detail/5029-23rd-St-S_Arlington_VA_22206_M51996-17365,https://ap.rdcpix.com/b0a4dc2427a719273bcc2e52fb080fb5l-m1853937437x.jpg
Michael Turco,CENTURY 21 New Millennium,M6466022892,2921918108,714900,NA,2,2,2.0,1231,NA,condo,condos,Arlington,1021 N Garfield St Apt 210,22201,38.8852,-77.09355,North Arlington,https://www.realtor.com/realestateandhomes-detail/1021-N-Garfield-St-Apt-210_Arlington_VA_22201_M64660-22892,https://ap.rdcpix.com/e05de21b21c96f2abbf8f47b95a61fb7l-m2354367157x.jpg
Kristy Moore,Local Expert Realty,M5868799265,2921897728,1250000,1,2,3,4.0,2720,7250,single_family,NA,Arlington,232 N Cleveland St,22201,38.878101,-77.088789,North Arlington,https://www.realtor.com/realestateandhomes-detail/232-N-Cleveland-St_Arlington_VA_22201_M58687-99265,https://ap.rdcpix.com/ec6cf3ebf5d4328aa306f0d01908f40cl-m2824958755x.jpg
Steven Watson,"Pearson Smith Realty, Llc",M5945216673,2921894325,1895000,1,5,6,5.0,5500,8259,single_family,NA,Arlington,2827 N Somerset St,22213,38.898045,-77.157774,Williamsburg,https://www.realtor.com/realestateandhomes-detail/2827-N-Somerset-St_Arlington_VA_22213_M59452-16673,https://ap.rdcpix.com/739b47769ee367c779d8a863ff3b9e61l-m2011729606x.jpg
Sarah And Debbie Reynolds,Keller Williams Chantilly Ventures Llc,M5231383844,2921896782,325000,NA,1,1,1.0,851,NA,condo,condos,Arlington,4151 S Four Mile Run Dr Unit 401,22204,38.84956,-77.097469,Douglas Park,https://www.realtor.com/realestateandhomes-detail/4151-S-Four-Mile-Run-Dr-Unit-401_Arlington_VA_22204_M52313-83844,https://ap.rdcpix.com/5b7a84f3f139d455eddaa3180d3db618l-m1895125414x.jpg
Lynn Kern,TTR Sotheby's International Realty,M5217840930,2921893762,315000,NA,1,1,1.0,604,NA,condo,condos,Arlington,1728 N Rhodes St Unit 5-275,22201,38.89347,-77.08102,Colonial Village,https://www.realtor.com/realestateandhomes-detail/1728-N-Rhodes-St-5-275_Arlington_VA_22201_M52178-40930,https://ap.rdcpix.com/1970db989643f293ec9b33073ffd7c27l-m1978765712x.jpg
Paul Greenfield,Redfin Corporation,M6083451797,2921886824,449000,1,1,2,2.0,910,NA,condo,condos,Arlington,2100 Lee Hwy Apt 206,22201,38.8959,-77.08374,Colonial Village,https://www.realtor.com/realestateandhomes-detail/2100-Lee-Hwy-Apt-206_Arlington_VA_22201_M60834-51797,https://ap.rdcpix.com/dfca545f9af335bfde4e76fb4affe7b9l-m3051421190x.jpg
MELISSA LARSON,Kw Metro Center,M9921727980,2917081936,1790900,1,6,7,7.0,6659,10500,single_family,NA,Arlington,1610 23rd St S,22202,38.852914,-77.072665,Arlington Ridge,https://www.realtor.com/realestateandhomes-detail/1610-23rd-St-S_Arlington_VA_22202_M99217-27980,https://ap.rdcpix.com/6e3ee83eccd0fdf62ca22ffd4e6b85dal-m408790413x.jpg
Aaron Probasco,KW United,M6663990799,2917076599,1814000,1,5,6,5.0,4873,5901,single_family,NA,Arlington,4816 16th Rd N,22207,38.889159,-77.123312,Waycroft - Woodlawn,https://www.realtor.com/realestateandhomes-detail/4816-16th-Rd-N_Arlington_VA_22207_M66639-90799,https://ap.rdcpix.com/cd5c27fcc0f79d9b3af023dc8fa876aal-m3842361634x.jpg
Roxanne Southern,SAMSON PROPERTIES,M6356117619,2916971705,110000,NA,1,1,1.0,686,NA,condo,condos,Arlington,900 N Taylor St Apt 610,22203,38.881067,-77.113296,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/900-N-Taylor-St-Apt-610_Arlington_VA_22203_M63561-17619,https://ap.rdcpix.com/61749de01a5c2c144a4b0c143c652f19l-m2684765573x.jpg
Christie Anne Weiss,TTR Sotheby's International Realty,M5749643417,2916929853,1899900,1,3,4,3.0,3395,953,condo,townhomes,Arlington,1303 14th St N,22209,38.890376,-77.071925,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1303-14th-St-N_Arlington_VA_22209_M57496-43417,https://ap.rdcpix.com/6dea330cd46d8f7feff4f43fb7ee2ba6l-m1012212073x.jpg
Keri Shull,Optime Realty,M5978619428,2916908333,689000,NA,2,2,2.0,1020,NA,condo,condos,Arlington,3409 Wilson Blvd Unit 610,22201,38.883438,-77.100296,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/3409-Wilson-Blvd-Unit-610_Arlington_VA_22201_M59786-19428,https://ap.rdcpix.com/25a3ff6fc84264b4a1d902f6ac67131dl-m4228633579x.jpg
Gregory Beeker,Berkshire Hathaway HomeServices PenFed Realty,M5987527457,2916776932,2799000,1,3,4,3.0,2655,NA,condo,condos,Arlington,1881 N Nash St Unit 2309,22209,38.896909,-77.073191,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1881-N-Nash-St-Unit-2309_Arlington_VA_22209_M59875-27457,https://ap.rdcpix.com/181d01e12695bd4b6ce67f09f4cf1af8l-m1112344858x.jpg
Keith Weaver,Keller Williams Fairfax Gateway,M6122860791,2916692406,1099000,NA,3,3,4.0,2310,6395,single_family,NA,Arlington,604 N Garfield St,22201,38.880473,-77.093738,North Arlington,https://www.realtor.com/realestateandhomes-detail/604-N-Garfield-St_Arlington_VA_22201_M61228-60791,https://ap.rdcpix.com/5c2ed798b059473d6856075ca292f88cl-m2305288258x.jpg
Monica Sharma,"Wormald Realty, Llc.",M5935441623,2916656878,1874900,1,4,5,5.0,4989,6495,single_family,NA,Arlington,2260 N Upton St,22207,38.900635,-77.11758,Donaldson Run,https://www.realtor.com/realestateandhomes-detail/N-Upton-St_Arlington_VA_22207_M59354-41623,https://ap.rdcpix.com/39452b5945784dfecf83a6cfeca6168cl-m924327640x.jpg
Shawn Battle,CENTURY 21 Redwood Realty,M5958952581,2916443523,534900,NA,1,1,1.0,1110,NA,condo,condos,Arlington,3800 Fairfax Dr Apt 701,22203,38.882053,-77.105139,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/3800-Fairfax-Dr-Apt-701_Arlington_VA_22203_M59589-52581,https://ap.rdcpix.com/dc08edb5a32962efd36ff2d4467e0dc6l-m2212861777x.jpg
Roger Sombat,Fairfax Realty Select ,M6209309555,2916402577,479900,1,3,4,2.0,1532,NA,condo,townhomes,Arlington,3957 9th Rd S,22204,38.860103,-77.098667,Alcova Heights,https://www.realtor.com/realestateandhomes-detail/3957-9th-Rd-S_Arlington_VA_22204_M62093-09555,https://ap.rdcpix.com/96d5972f6a34efd77290b35b75f6bee8l-m3728704054x.jpg
Tom Francis,Keller Williams Realty,M5062069138,2916391300,2295000,1,7,8,7.0,6470,10000,single_family,NA,Arlington,3526 N Ohio St,22207,38.904787,-77.154985,Williamsburg,https://www.realtor.com/realestateandhomes-detail/3526-N-Ohio-St_Arlington_VA_22207_M50620-69138,https://ap.rdcpix.com/7e92df2cff08a76c901c8c4be3e72acdl-m1144631565x.jpg
Ruth Boyer Odea,TTR Sotheby's International Realty,M5225052853,2916342701,1629000,2,4,6,5.0,5189,20153,single_family,NA,Arlington,2821 N Quebec St,22207,38.911738,-77.10423,Dover Crystal,https://www.realtor.com/realestateandhomes-detail/2821-N-Quebec-St_Arlington_VA_22207_M52250-52853,https://ap.rdcpix.com/f25b424239d74cf8b02e8bff0c029604l-b2978463877x.jpg
Lisa Joy,"MCENEARNEY ASSOCIATES, INC.",M6114523370,2916256822,3450000,2,6,8,5.0,8167,15600,single_family,NA,Arlington,4805 Rock Spring Rd,22207,38.908083,-77.132118,Rock Spring,https://www.realtor.com/realestateandhomes-detail/4805-Rock-Spring-Rd_Arlington_VA_22207_M61145-23370,https://ap.rdcpix.com/4c7e7a146670f7244e36bb6752543e03l-m2719373788x.jpg
Suda Pethe,Fairfax Realty Select ,M5392744367,2915807332,136900,NA,1,1,0.0,383,NA,condo,condos,Arlington,1021 Arlington Blvd Apt 311,22209,38.892943,-77.068847,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1021-Arlington-Blvd-Apt-311_Arlington_VA_22209_M53927-44367,https://ap.rdcpix.com/5c44c33507cf2b06cdf682a7954e4946l-m3285617938x.jpg
Sam Medvene,CENTURY 21 Redwood Realty,M9706494415,2915552278,935000,1,4,5,5.0,3200,3257,condo,townhomes,Arlington,2134 Nelson St S,22204,38.84887,-77.090272,Nauck,https://www.realtor.com/realestateandhomes-detail/2134-S-Nelson-St_Arlington_VA_22204_M97064-94415,https://ap.rdcpix.com/f8f74b1c80c014bf0f1505b4a009f7a4l-m1636532983x.jpg
Roxanne Southern,SAMSON PROPERTIES,M5138043848,2915542628,110000,NA,1,1,1.0,775,NA,condo,condos,Arlington,900N Taylor St Unit 824,22203,38.881067,-77.113296,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/900-N-Taylor-St-Apt-824_Arlington_VA_22203_M51380-43848,https://ap.rdcpix.com/c0d9691c650aff12e94e81a5547dfa12l-m2818335116x.jpg
Fred Reitzel,Kw Metro Center,M9800682974,2915537456,1129900,1,3,4,4.0,2735,6219,single_family,NA,Arlington,2733 1st St S,22204,38.872531,-77.087956,Penrose,https://www.realtor.com/realestateandhomes-detail/2733-1st-St-S_Arlington_VA_22204_M98006-82974,https://ap.rdcpix.com/a3b039f7f937fc0f908e96c13560b604l-m1889476506x.jpg
Tom Francis,Keller Williams Realty,M5112503409,2915536850,2099900,1,6,7,6.0,6340,9358,single_family,NA,Arlington,4042 21st St N,22207,38.895945,-77.109699,Cherrydale,https://www.realtor.com/realestateandhomes-detail/4042-21st-St-N_Arlington_VA_22207_M51125-03409,https://ap.rdcpix.com/d26f883df2e6716d04dd0d5892d8e1acl-m578153516x.jpg
Gigi Salameh,SAMSON PROPERTIES,M5466913037,2915524874,1695000,1,5,6,6.0,5004,7109,single_family,NA,Arlington,4835 Little Falls Rd,22207,38.910838,-77.135917,Rock Spring,https://www.realtor.com/realestateandhomes-detail/Little-Falls-Rd_Arlington_VA_22207_M54669-13037,https://ap.rdcpix.com/3ff713cd5831156b86e97a974c08d717l-m4294830000x.jpg
Suda Pethe,Fairfax Realty Select ,M5950862020,2915480490,240000,NA,1,1,2.0,1050,NA,condo,condos,Arlington,1021 Arlington Blvd Apt 131,22209,38.892943,-77.068847,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1021-Arlington-Blvd-Apt-131_Arlington_VA_22209_M59508-62020,https://ap.rdcpix.com/515a95b77d8babbf39ab1af83fc62bb5l-m3285617938x.jpg
Kathy Colville,CENTURY 21 Redwood Realty,M5343702387,2915204055,154900,NA,1,1,1.0,514,NA,condo,condos,Arlington,1111 Arlington Blvd Apt 645,22209,38.89259,-77.070161,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1111-Arlington-Blvd-Apt-645_Arlington_VA_22209_M53437-02387,https://ap.rdcpix.com/a07b531604922ae4366582f25a0c1a33l-m2872378822x.jpg
Steven Watson,"Pearson Smith Realty, Llc",M5903570316,2914648967,2050000,1,6,7,6.0,6444,12662,single_family,NA,Arlington,2433 N Potomac St,22207,38.894239,-77.152199,East Falls Church,https://www.realtor.com/realestateandhomes-detail/2433-N-Potomac-St_Arlington_VA_22207_M59035-70316,https://ap.rdcpix.com/1e5cbad6e6c072bcd837a4a36b2850del-m218200533x.jpg
Rima Tannous,Long & Foster McLean,M5974707973,2914630075,1130000,NA,2,2,2.0,1742,NA,condo,condos,Arlington,1881 N Nash St Unit 312,22209,38.896909,-77.073192,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1881-N-Nash-St-Unit-312_Arlington_VA_22209_M59747-07973,https://ap.rdcpix.com/9cf3b88330e710382bd72980729d6a3fl-m1679165850x.jpg
Heather Peruzzi,Long & Foster McLean,M6892065031,2914425748,1399500,1,5,6,6.0,3781,8400,single_family,NA,Arlington,1723 S Nelson St,22204,38.853603,-77.091722,Douglas Park,https://www.realtor.com/realestateandhomes-detail/1723-S-Nelson-St_Arlington_VA_22204_M68920-65031,https://ap.rdcpix.com/af19d2218df7fb47ea827c30934ef68bl-m134255532x.jpg
Morgan Turrell,Keller Williams Realty,M6969029505,2914249716,1449000,1,5,6,6.0,5824,10016,single_family,NA,Arlington,3006 N Tuckahoe St,22213,38.89693,-77.164169,East Falls Church,https://www.realtor.com/realestateandhomes-detail/3006-N-Tuckahoe-St_Arlington_VA_22213_M69690-29505,https://ap.rdcpix.com/6850abb01b17297df6baa665b9c067c8l-m2047807025x.jpg
Andrew Pariser,Long & Foster Woodley Park,M5989651616,2914362421,1175000,NA,2,2,2.0,1742,NA,condo,condos,Arlington,1881 N Nash St Unit 712,22209,38.896909,-77.073192,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1881-N-Nash-St-Unit-712_Arlington_VA_22209_M59896-51616,https://ap.rdcpix.com/7e79d72576f1d3bd6e37df3f1a924e0el-m360674595x.jpg
Sherif Abdalla,COMPASS,M5340271627,2914316205,2300000,2,6,8,6.0,8530,8460,single_family,NA,Arlington,920 N Quesada St,22205,38.875768,-77.149756,Madison Manor,https://www.realtor.com/realestateandhomes-detail/920-N-Quesada-St_Arlington_VA_22205_M53402-71627,https://ap.rdcpix.com/78595134c61fa0d03843bb1df0a3101dl-m3511545609x.jpg
Frank Jackson,RE/MAX Allegiance- Mclean,M5534598293,2913178170,365000,NA,2,2,2.0,1423,NA,condo,condos,Arlington,900 N Taylor St Apt 1205,22203,38.881067,-77.113296,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/900-N-Taylor-St-Apt-1205_Arlington_VA_22203_M55345-98293,https://ap.rdcpix.com/1d5b67c26c699a3d348a484126d72a36l-m3549247929x.jpg
Jason Quimby,Keller Williams Realty - Metro Center - Alexandria Old Town,M5986595809,2912788122,1075000,NA,2,2,1.0,1642,NA,condo,condos,Arlington,1881 N Nash St Unit 409,22209,38.896909,-77.073192,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1881-N-Nash-St-Unit-409_Arlington_VA_22209_M59865-95809,https://ap.rdcpix.com/06b148aa11eece3cf135148fb4a437a9l-m232748649x.jpg
Steven Watson,"Pearson Smith Realty, Llc",M5774962399,2912317572,2095000,1,6,7,6.0,5807,10858,single_family,NA,Arlington,3747 N Oakland St,22207,38.923,-77.120032,North Arlington,https://www.realtor.com/realestateandhomes-detail/3747-N-Oakland-St_Arlington_VA_22207_M57749-62399,https://ap.rdcpix.com/fe0bf52e8c8eb5ce1a82e83106749680l-m1453938815x.jpg
Tom Francis,Keller Williams Realty,M5168732122,2912192713,2599000,1,6,7,6.0,7156,10092,single_family,NA,Arlington,4401 36th St N,22207,38.916909,-77.125017,Old Glebe,https://www.realtor.com/realestateandhomes-detail/4401-36th-St-N_Arlington_VA_22207_M51687-32122,https://ap.rdcpix.com/a5388a96c382c10045af5af08c8db3cfl-m3558961189x.jpg
Ellen Mc Rae,Samson Properties,M6737998331,2912133698,100000,NA,1,1,2.0,775,NA,condo,condos,Arlington,900 N Taylor St Apt 724,22203,38.881067,-77.113296,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/900-N-Taylor-St-Apt-724_Arlington_VA_22203_M67379-98331,https://ap.rdcpix.com/5eb8beff1bf4cacce5763e12ca9b5db1l-m4139122878x.jpg
Kevin King,Keller Williams Realty,M5401778102,2905321165,1499990,1,4,5,5.0,4346,7841,single_family,NA,Arlington,2309 N Tuckahoe St,22205,38.890141,-77.157584,East Falls Church,https://www.realtor.com/realestateandhomes-detail/2309-N-Tuckahoe-St_Arlington_VA_22205_M54017-78102,https://ap.rdcpix.com/1a476ce91bdc1975fa2930f06b1578bal-m4238078588x.jpg
James Mcmullin,"Mcmullin Real Estate, Llc",M6916094900,2890001053,1350000,1,4,5,5.0,4213,5000,single_family,NA,Arlington,5231 19th St N,22207,38.891076,-77.130989,High View Park,https://www.realtor.com/realestateandhomes-detail/5231-19th-St-N_Arlington_VA_22207_M69160-94900,https://ap.rdcpix.com/b44cd05f23fd83e92d06c1298c8ebad5l-m2031790287x.jpg
Barbara G Johnson,Long & Foster McLean,M5981983940,2854200318,11000000,NA,NA,0,,NA,32427,land,NA,Arlington,901-925 Orme St S,22204,38.86677,-77.07208,South Arlington,https://www.realtor.com/realestateandhomes-detail/901-925-Orme-S_Arlington_VA_22204_M59819-83940,https://ap.rdcpix.com/ce2c6bb64979121d1fdf084a05b00533l-m2858962206x.jpg
Michael Putnam,Re/Max Executives,M6725352582,2836087666,1350000,NA,7,7,7.0,10518,7652,single_family,NA,Arlington,6430 27th St N,22207,38.896669,-77.157009,East Falls Church,https://www.realtor.com/realestateandhomes-detail/6430-27th-St-N_Arlington_VA_22207_M67253-52582,https://ap.rdcpix.com/1dfdce3ba9696f7069dfabe0e6d793e4l-m2669438263x.jpg
Aaron Probasco,KW United,M5676151860,2796393724,1679000,1,4,5,5.0,4254,5315,single_family,NA,Arlington,2600 1st Rd N,22201,38.87573,-77.088364,North Arlington,https://www.realtor.com/realestateandhomes-detail/2600-1st-Rd-N_Arlington_VA_22201_M56761-51860,https://ap.rdcpix.com/94d905c94fab037007176dac9fed1c32l-m4293518692x.jpg
Ghassan Ghaida,Re/Max One Solutions,M6661337060,2747173190,1349000,1,6,7,6.0,2968,4350,single_family,NA,Arlington,2116 N Culpeper St,22207,38.895863,-77.127237,High View Park,https://www.realtor.com/realestateandhomes-detail/2116-N-Culpeper-St_Arlington_VA_22207_M66613-37060,https://ap.rdcpix.com/7c1a60d2fd97337576e2c202dd27f212l-m3602677904x.jpg
Marion Cloud,Re/Max Home Realty,M5219753569,2502390508,1850000,NA,3,3,5.0,2548,17927,single_family,NA,Arlington,1943 S Arlington Ridge Rd,22202,38.855853,-77.067808,Arlington Ridge,https://www.realtor.com/realestateandhomes-detail/1943-S-Arlington-Ridge-Rd_Arlington_VA_22202_M52197-53569,https://ap.rdcpix.com/2474924764/9b414bbe3376e9e3d4d8f7e7a640984cl-m0x.jpg
VIRGINIA SEEKFORD SMITH,"Arlington Realty, Inc.",M9142385583,2353993436,225000,NA,NA,0,,NA,2872,land,NA,Arlington,2323 S Shirlington Rd,22206,38.848848,-77.083886,Nauck,https://www.realtor.com/realestateandhomes-detail/2323-S-Shirlington-Rd_Arlington_VA_22206_M91423-85583,https://ap.rdcpix.com/2330689123/a1ef527bfa91ac349c89e174432001eal-m0x.jpg
TOM ANDERSON,Long & Foster Arlington,M6381824455,2308689607,400000,NA,NA,0,,NA,7510,land,NA,Arlington,37th St N,22207,38.911061,-77.149474,Rock Spring,https://www.realtor.com/realestateandhomes-detail/37th-St-N_Arlington_VA_22207_M63818-24455,https://ap.rdcpix.com/562899224/2bb4505c88caa9953570f5a48bac1c30l-m0x.jpg
Tonya Mc Kee Finlay,"Neighborhood Real Estate, Llc.",M6212058091,653301982,1625000,1,3,4,5.0,NA,11326,single_family,NA,Arlington,2631 S Arlington Ridge Rd,22202,38.848412,-77.067142,Arlington Ridge,https://www.realtor.com/realestateandhomes-detail/2631-S-Arlington-Ridge-Rd_Arlington_VA_22202_M62120-58091,https://ap.rdcpix.com/67d10c57b94824a602288ef260018e4fl-m1349632775x.jpg
Carolyn Capalbo,Long & Foster Alex/Old Town Historic District,M6835913113,2921886787,899000,NA,2,2,4.0,1952,5000,single_family,NA,Arlington,2519 Washington Blvd,22201,38.877874,-77.086778,North Arlington,https://www.realtor.com/realestateandhomes-detail/2519-Washington-Blvd_Arlington_VA_22201_M68359-13113,https://ap.rdcpix.com/50673babccdfb71f0b438cf84ea173bdl-m3074044901x.jpg
Kate Ryan,Long & Foster McLean,M6309960494,2921886805,325000,NA,1,1,1.0,675,NA,condo,condos,Arlington,1809 N Queens Ln Unit 2-151,22201,38.89512,-77.07971,Colonial Village,https://www.realtor.com/realestateandhomes-detail/1809-N-Queens-Ln-2-151_Arlington_VA_22201_M63099-60494,https://ap.rdcpix.com/72db73cd5cc1976fc3454b8827633336l-m1401467665x.jpg
Robert G Spicer,Spicer Real Estate,M5904884070,2921886841,849900,NA,2,2,4.0,2259,8000,single_family,NA,Arlington,2013 Patrick Henry Dr,22205,38.892042,-77.134882,Tara - Leeway Heights,https://www.realtor.com/realestateandhomes-detail/2013-Patrick-Henry-Dr_Arlington_VA_22205_M59048-84070,https://ap.rdcpix.com/7be29ee4796073c3b8ff35c0eceb5abdl-m2494196881x.jpg
Billy Buck,"William G. Buck & Assoc., Inc.",M5269228219,2921875775,760000,1,3,4,3.0,1458,1953,condo,townhomes,Arlington,1164 N Randolph St,22201,38.885492,-77.110145,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1164-N-Randolph-St_Arlington_VA_22201_M52692-28219,https://ap.rdcpix.com/aa76d2038144cc04d524c687a9ad090dl-m2144774715x.jpg
Jabar Baig,Long & Foster Reston,M5533086376,2921873433,379000,NA,1,1,2.0,800,NA,condo,condos,Arlington,2613 S Walter Reed Dr Unit D,22206,38.84165,-77.104889,Fairlington,https://www.realtor.com/realestateandhomes-detail/2613-S-Walter-Reed-Dr-Unit-D_Arlington_VA_22206_M55330-86376,https://ap.rdcpix.com/53df41ea87488042f6aaebc4d31c2e13l-m2749295801x.jpg
